TP_SEXO,TP_COR_RACA,TP_DEPENDENCIA_ADM_ESC,NU_NOTA_CH,NU_NOTA_CN,NU_NOTA_MT,NU_NOTA_LC,NU_NOTA_REDACAO,ESCOLARIDADE_PAI,ESCOLARIDADE_MAE,N_PESSOAS_CASA,RENDA_MENSAL_CASA,N_CARRO_CASA,N_MOTO_CASA,N_CELULAR_CASA,N_COMP_CASA,INTERNET_CASA,EST_IDADE
Feminino,Preta,Estadual,540.4,519.4,434.9,519.3,520.0,EF-2 incompleto,EM incompleto,3,Nenhuma renda,Nenhum,Um,Um,Nenhum,True,18.0
Feminino,Preta,Estadual,538.3,577.6,638.9,491.1,740.0,PG incompleto,ES incompleto,4,Até R$1320,Um,Nenhum,Três,Um,True,18.0
Feminino,Parda,Privada,554.4,436.3,527.9,554.9,640.0,EM incompleto,EF-2 incompleto,4,Até R$2640,Um,Nenhum,Quatro ou mais,Nenhum,True,17.0
Masculino,Preta,Estadual,373.1,493.0,393.1,389.2,380.0,EF-2 incompleto,EF-2 incompleto,3,Até R$5280,Um,Nenhum,Dois,Nenhum,True,18.0
Masculino,Preta,Estadual,537.4,508.8,638.5,468.3,600.0,ES incompleto,ES incompleto,4,Até R$1980,Um,Nenhum,Quatro ou mais,Nenhum,True,18.0
Feminino,Branca,Estadual,561.7,498.3,557.6,628.5,540.0,ES incompleto,PG incompleto,3,Até R$3300,Um,Nenhum,Três,Um,True,18.0
Feminino,Branca,Privada,670.9,569.2,684.4,683.4,700.0,PG incompleto,PG completo,5,Mais de R$26.400,Três,Nenhum,Quatro ou mais,Quatro ou mais,True,18.0
Feminino,Preta,Estadual,477.5,503.2,428.5,509.5,840.0,ES incompleto,ES incompleto,4,Até R$3300,Um,Nenhum,Três,Nenhum,True,18.0
Feminino,Branca,Privada,550.8,447.0,542.3,536.4,300.0,PG incompleto,PG incompleto,4,Até R$1980,Dois,Nenhum,Quatro ou mais,Dois,True,17.0
Masculino,Branca,Estadual,513.0,467.3,396.2,512.2,380.0,EM incompleto,ES incompleto,4,Até R$5280,Um,Nenhum,Quatro ou mais,Nenhum,True,18.0
Feminino,Parda,Estadual,541.1,455.9,422.3,504.6,660.0,EF-1 incompleto,PG incompleto,3,Até R$1320,Nenhum,Nenhum,Dois,Nenhum,False,19.0
Feminino,Branca,Privada,637.3,565.1,719.9,664.5,920.0,ES incompleto,PG completo,3,Mais de R$26.400,Dois,Nenhum,Três,Um,True,17.0
Feminino,Preta,Privada,567.5,539.0,574.0,601.9,720.0,EF-2 incompleto,ES incompleto,4,Até R$3300,Dois,Nenhum,Quatro ou mais,Três,True,18.0
Feminino,Parda,Estadual,554.8,414.3,468.7,517.7,440.0,ES incompleto,ES incompleto,3,Até R$1320,Nenhum,Nenhum,Dois,Nenhum,True,17.0
Feminino,Branca,Estadual,626.1,533.0,649.6,551.3,760.0,ES incompleto,ES incompleto,5,Até R$3300,Nenhum,Nenhum,Três,Nenhum,False,18.0
Masculino,Branca,Privada,625.4,559.1,592.7,559.9,720.0,PG completo,PG completo,4,Até R$6600,Um,Nenhum,Três,Dois,True,18.0
Feminino,Branca,Privada,468.9,489.3,444.7,475.4,660.0,ES incompleto,PG incompleto,4,Até R$5280,Um,Um,Quatro ou mais,Dois,True,18.0
Feminino,Parda,Estadual,482.6,484.2,420.2,515.6,540.0,ES incompleto,ES incompleto,5,Até R$2640,Nenhum,Nenhum,Três,Nenhum,True,18.0
Feminino,Branca,Estadual,571.6,423.6,429.7,595.0,680.0,EF-1 incompleto,EF-2 incompleto,7,Até R$1980,Nenhum,Nenhum,Quatro ou mais,Um,True,19.0
Feminino,Branca,Privada,534.4,514.2,517.6,490.1,640.0,PG incompleto,PG incompleto,3,Mais de R$26.400,Nenhum,Um,Três,Dois,True,18.0
Feminino,Branca,Estadual,630.9,570.3,694.3,585.5,680.0,PG incompleto,PG incompleto,4,Até R$9240,Um,Um,Quatro ou mais,Dois,True,17.0
Feminino,Branca,Federal,609.0,567.0,714.9,581.7,660.0,PG completo,PG completo,4,Até R$19800,Três,Nenhum,Quatro ou mais,Três,True,18.0
Masculino,Branca,Privada,597.1,538.0,724.3,564.3,780.0,PG incompleto,PG completo,3,Até R$11880,Um,Nenhum,Três,Um,True,17.0
Feminino,Parda,Estadual,512.3,530.8,648.2,561.4,720.0,ES incompleto,ES incompleto,2,Até R$1980,Nenhum,Nenhum,Dois,Um,True,17.0
Feminino,Branca,Privada,613.3,518.9,520.4,540.1,740.0,ES incompleto,ES incompleto,5,Até R$5280,Um,Nenhum,Quatro ou mais,Quatro ou mais,True,18.0
Feminino,Branca,Privada,597.9,575.3,638.6,619.6,820.0,PG completo,PG completo,3,Mais de R$26.400,Um,Nenhum,Três,Quatro ou mais,True,16.0
Masculino,Preta,Estadual,557.9,538.6,637.3,533.0,580.0,ES incompleto,PG completo,3,Até R$3300,Dois,Nenhum,Três,Nenhum,True,17.0
Feminino,Preta,Estadual,567.7,483.3,467.0,565.6,600.0,ES incompleto,ES incompleto,3,Até R$2640,Nenhum,Nenhum,Três,Um,True,18.0
Feminino,Branca,Estadual,616.5,534.6,584.5,559.3,640.0,ES incompleto,ES incompleto,3,Até R$1980,Nenhum,Nenhum,Quatro ou mais,Dois,True,18.0
Feminino,Parda,Estadual,445.3,513.0,381.4,477.7,0.0,EF-1 incompleto,PG incompleto,4,Até R$1320,Um,Nenhum,Dois,Dois,True,18.0
Feminino,Branca,Estadual,538.3,546.2,590.7,525.3,660.0,EM incompleto,ES incompleto,3,Até R$5280,Nenhum,Nenhum,Três,Um,True,18.0
Masculino,Branca,Estadual,613.1,536.9,517.2,580.4,740.0,ES incompleto,ES incompleto,4,Até R$1320,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Branca,Municipal,465.4,442.0,476.2,543.0,440.0,EM incompleto,EM incompleto,4,Até R$2640,Um,Nenhum,Três,Nenhum,True,17.0
Feminino,Branca,Estadual,523.4,390.6,495.7,496.5,540.0,ES incompleto,PG incompleto,4,Até R$2640,Nenhum,Nenhum,Quatro ou mais,Nenhum,True,17.0
Masculino,Branca,Privada,490.8,475.6,453.8,375.3,520.0,PG completo,PG incompleto,3,Nenhuma renda,Um,Nenhum,Dois,Dois,True,17.0
Feminino,Preta,Privada,602.6,540.5,629.4,587.7,640.0,PG incompleto,PG incompleto,4,Até R$5280,Um,Nenhum,Quatro ou mais,Um,True,17.0
Feminino,Branca,Privada,621.0,482.8,671.3,598.0,700.0,ES incompleto,PG incompleto,2,Até R$10560,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Feminino,Parda,Estadual,596.5,533.5,581.6,518.9,620.0,ES incompleto,PG completo,4,Até R$5280,Um,Um,Quatro ou mais,Um,True,18.0
Masculino,Branca,Estadual,529.7,546.0,583.5,619.5,760.0,EM incompleto,ES incompleto,3,Até R$1980,Um,Nenhum,Três,Nenhum,True,17.0
Feminino,Branca,Estadual,464.8,450.0,333.1,486.2,600.0,EM incompleto,EF-2 incompleto,2,Nenhuma renda,Nenhum,Nenhum,Um,Um,True,17.0
Masculino,Branca,Estadual,561.3,542.8,540.9,547.2,660.0,EM incompleto,ES incompleto,4,Até R$1980,Um,Nenhum,Três,Um,True,17.0
Masculino,Branca,Estadual,569.5,527.1,648.4,582.7,540.0,ES incompleto,ES incompleto,4,Até R$6600,Um,Nenhum,Quatro ou mais,Dois,True,18.0
Masculino,Branca,Estadual,581.2,469.0,555.5,477.1,860.0,EF-1 incompleto,EF-1 incompleto,3,Até R$1980,Um,Nenhum,Dois,Um,True,18.0
Masculino,Preta,Estadual,496.4,478.9,487.4,488.7,660.0,EF-2 incompleto,ES incompleto,4,Até R$3960,Um,Nenhum,Quatro ou mais,Nenhum,True,18.0
Masculino,Parda,Estadual,534.6,548.5,669.6,566.1,500.0,ES incompleto,PG incompleto,4,Até R$7920,Um,Nenhum,Três,Dois,True,18.0
Feminino,Amarela,Privada,705.6,689.3,724.7,584.1,920.0,PG completo,PG completo,4,Até R$26400,Um,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Parda,Privada,502.6,603.3,563.8,526.8,640.0,ES incompleto,PG completo,3,Até R$5280,Nenhum,Nenhum,Três,Um,True,17.0
Masculino,Branca,Privada,621.5,645.1,807.5,591.0,660.0,PG completo,PG incompleto,3,Até R$13200,Dois,Dois,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Branca,Estadual,447.6,431.7,392.1,416.2,620.0,EM incompleto,ES incompleto,3,Até R$3300,Nenhum,Nenhum,Três,Nenhum,True,17.0
Masculino,Branca,Privada,581.9,566.6,647.4,614.6,680.0,ES incompleto,ES incompleto,4,Até R$3960,Um,Um,Três,Um,True,19.0
Feminino,Parda,Municipal,544.4,469.7,565.2,464.9,680.0,ES incompleto,ES incompleto,4,Até R$1320,Nenhum,Nenhum,Um,Nenhum,False,18.0
Feminino,Parda,Estadual,512.3,429.5,352.9,514.8,560.0,ES incompleto,ES incompleto,3,Até R$1320,Nenhum,Nenhum,Dois,Nenhum,True,17.0
Feminino,Branca,Estadual,407.1,480.8,523.5,373.7,840.0,ES incompleto,ES incompleto,2,Até R$1980,Um,Nenhum,Dois,Nenhum,True,18.0
Feminino,Preta,Estadual,571.2,493.9,557.0,507.9,800.0,PG incompleto,ES incompleto,3,Até R$3960,Um,Nenhum,Dois,Nenhum,True,17.0
Feminino,Branca,Privada,618.8,527.6,712.1,584.1,780.0,EM incompleto,ES incompleto,3,Até R$10560,Dois,Nenhum,Três,Um,True,17.0
Feminino,Parda,Estadual,521.3,422.1,479.1,495.0,560.0,ES incompleto,ES incompleto,2,Até R$3300,Nenhum,Nenhum,Dois,Um,True,17.0
Feminino,Branca,Privada,543.1,493.6,626.8,564.8,580.0,PG completo,PG completo,4,Até R$15840,Um,Um,Quatro ou mais,Três,True,17.0
Masculino,Parda,Privada,550.6,575.8,696.7,582.5,760.0,ES incompleto,PG completo,2,Até R$5280,Um,Nenhum,Dois,Um,True,18.0
Feminino,Branca,Estadual,646.4,644.4,787.5,635.7,940.0,EF-2 incompleto,EM incompleto,4,Até R$2640,Nenhum,Nenhum,Quatro ou mais,Um,True,17.0
Masculino,Branca,Privada,503.5,442.2,542.6,508.8,500.0,PG incompleto,PG incompleto,3,Até R$5280,Um,Nenhum,Três,Dois,True,17.0
Feminino,Branca,Estadual,595.8,449.5,671.7,586.0,800.0,ES incompleto,PG incompleto,3,Até R$3300,Nenhum,Nenhum,Três,Um,True,18.0
Masculino,Parda,Estadual,351.3,508.7,416.0,343.9,600.0,ES incompleto,ES incompleto,3,Até R$3300,Nenhum,Nenhum,Dois,Um,True,17.0
Masculino,Branca,Privada,555.3,667.1,851.1,596.7,800.0,PG incompleto,PG incompleto,4,Mais de R$26.400,Dois,Nenhum,Quatro ou mais,Três,True,17.0
Masculino,Parda,Privada,608.0,570.5,599.5,556.6,680.0,ES incompleto,ES incompleto,2,Até R$3300,Nenhum,Nenhum,Dois,Um,True,18.0
Masculino,Branca,Privada,491.2,395.8,629.3,386.9,460.0,ES incompleto,ES incompleto,2,Até R$5280,Um,Nenhum,Dois,Nenhum,True,17.0
Feminino,Branca,Privada,519.9,423.2,514.4,522.2,540.0,ES incompleto,PG incompleto,3,Até R$26400,Dois,Nenhum,Três,Nenhum,True,18.0
Masculino,Branca,Privada,595.9,527.4,616.4,582.1,520.0,PG completo,PG completo,4,Até R$15840,Um,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Parda,Estadual,454.3,413.4,459.0,447.9,820.0,EM incompleto,EM incompleto,3,Até R$3960,Nenhum,Nenhum,Três,Um,True,17.0
Masculino,Branca,Privada,625.2,631.3,782.8,654.7,900.0,PG incompleto,PG incompleto,4,Até R$15840,Um,Nenhum,Quatro ou mais,Dois,True,18.0
Feminino,Parda,Estadual,515.3,476.6,661.9,551.1,580.0,ES incompleto,ES incompleto,3,Até R$2640,Um,Nenhum,Dois,Um,True,19.0
Feminino,Parda,Estadual,537.1,395.1,385.7,565.0,560.0,EM incompleto,ES incompleto,2,Até R$1320,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Feminino,Branca,Estadual,557.7,461.6,519.0,562.3,660.0,ES incompleto,ES incompleto,4,Até R$2640,Um,Nenhum,Dois,Um,True,18.0
Masculino,Branca,Privada,555.1,508.2,635.1,537.8,820.0,PG completo,ES incompleto,4,Até R$11880,Dois,Nenhum,Três,Dois,True,18.0
Feminino,Parda,Estadual,574.1,502.5,620.5,532.4,680.0,ES incompleto,ES incompleto,4,Até R$2640,Nenhum,Nenhum,Dois,Nenhum,True,17.0
Feminino,Preta,Estadual,629.1,540.1,612.1,564.3,660.0,ES incompleto,PG incompleto,6,Até R$6600,Nenhum,Nenhum,Quatro ou mais,Três,True,18.0
Feminino,Branca,Estadual,428.7,431.0,447.7,494.0,540.0,EM incompleto,ES incompleto,3,Até R$1320,Um,Nenhum,Três,Nenhum,True,18.0
Masculino,Branca,Estadual,556.3,499.1,610.3,520.9,660.0,ES incompleto,ES incompleto,6,Até R$2640,Nenhum,Nenhum,Três,Um,True,18.0
Feminino,Branca,Estadual,479.7,501.0,585.9,581.0,720.0,EF-1 incompleto,ES incompleto,2,Até R$1320,Nenhum,Nenhum,Dois,Nenhum,True,17.0
Feminino,Branca,Estadual,511.5,458.5,450.6,517.4,580.0,EM incompleto,EM incompleto,3,Até R$1320,Nenhum,Nenhum,Um,Nenhum,True,18.0
Masculino,Branca,Privada,662.7,540.8,780.6,557.7,940.0,PG incompleto,PG completo,3,Até R$15840,Um,Um,Três,Um,True,17.0
Masculino,Preta,Estadual,498.2,443.4,526.0,515.3,360.0,PG incompleto,PG incompleto,3,Até R$3960,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Branca,Estadual,567.5,466.0,349.9,530.6,680.0,PG incompleto,PG incompleto,5,Até R$1980,Um,Nenhum,Um,Um,True,17.0
Feminino,Parda,Estadual,463.1,480.8,510.9,572.0,760.0,EM incompleto,PG incompleto,4,Até R$3300,Um,Nenhum,Um,Nenhum,True,18.0
Feminino,Branca,Estadual,503.5,495.5,510.2,489.7,500.0,EF-2 incompleto,ES incompleto,2,Até R$1320,Nenhum,Nenhum,Dois,Um,True,18.0
Feminino,Branca,Privada,644.8,558.1,725.4,555.0,940.0,PG incompleto,PG completo,3,Até R$7920,Dois,Nenhum,Três,Dois,True,18.0
Feminino,Preta,Estadual,608.4,485.1,589.1,531.2,860.0,EM incompleto,EM incompleto,4,Até R$2640,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Branca,Estadual,501.8,385.3,419.7,469.1,580.0,ES incompleto,EM incompleto,2,Até R$1320,Nenhum,Nenhum,Um,Nenhum,True,18.0
Masculino,Parda,Estadual,580.9,490.6,645.6,570.9,600.0,ES incompleto,PG incompleto,3,Até R$3300,Um,Nenhum,Dois,Um,True,18.0
Feminino,Branca,Privada,579.6,599.8,704.6,501.0,820.0,PG incompleto,PG completo,3,Até R$5280,Um,Nenhum,Três,Dois,True,17.0
Feminino,Branca,Estadual,535.1,520.6,568.1,551.0,540.0,ES incompleto,ES incompleto,4,Até R$3960,Um,Nenhum,Três,Nenhum,True,18.0
Masculino,Branca,Estadual,553.2,348.8,475.2,505.6,680.0,EM incompleto,EF-1 incompleto,8,Até R$1980,Nenhum,Nenhum,Nenhum,Nenhum,True,18.0
Masculino,Branca,Privada,648.5,747.1,933.2,643.4,860.0,PG completo,PG completo,5,Mais de R$26.400,Dois,Nenhum,Quatro ou mais,Três,True,18.0
Feminino,Branca,Privada,563.5,512.9,370.2,536.2,520.0,ES incompleto,ES incompleto,4,Até R$19800,Dois,Nenhum,Quatro ou mais,Dois,True,17.0
Masculino,Preta,Privada,588.7,519.6,565.6,398.0,600.0,ES incompleto,PG completo,3,Até R$6600,Um,Nenhum,Três,Três,True,17.0
Feminino,Parda,Estadual,401.2,478.3,344.1,546.9,540.0,ES incompleto,ES incompleto,4,Até R$1980,Nenhum,Nenhum,Três,Um,True,18.0
Feminino,Branca,Privada,587.5,582.9,708.5,617.9,820.0,ES incompleto,ES incompleto,4,Até R$3960,Nenhum,Nenhum,Três,Nenhum,True,17.0
Feminino,Branca,Privada,392.5,476.6,424.9,486.4,440.0,PG incompleto,PG incompleto,4,Até R$3960,Um,Nenhum,Um,Um,True,18.0
Feminino,Parda,Privada,554.3,539.7,679.5,534.9,840.0,ES incompleto,ES incompleto,2,Até R$3960,Nenhum,Nenhum,Dois,Nenhum,True,17.0
Masculino,Branca,Privada,560.5,525.6,563.9,514.0,580.0,ES incompleto,ES incompleto,3,Até R$2640,Dois,Nenhum,Quatro ou mais,Três,True,18.0
Feminino,Branca,Estadual,500.4,391.7,509.5,494.4,640.0,PG incompleto,EF-2 incompleto,3,Até R$1320,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Feminino,Branca,Estadual,579.2,525.1,386.5,570.9,660.0,PG incompleto,PG incompleto,2,Até R$3300,Nenhum,Nenhum,Dois,Um,True,17.0
Feminino,Parda,Privada,412.9,506.3,618.7,505.4,760.0,PG incompleto,EF-2 incompleto,6,Até R$5280,Um,Nenhum,Três,Nenhum,True,18.0
Masculino,Branca,Privada,549.6,550.6,583.2,567.2,680.0,EM incompleto,EM incompleto,4,Até R$2640,Dois,Nenhum,Três,Dois,True,17.0
Feminino,Branca,Privada,523.1,564.6,787.7,587.6,680.0,PG completo,PG incompleto,4,Até R$10560,Dois,Nenhum,Três,Três,True,17.0
Masculino,Branca,Privada,619.3,610.2,809.7,596.2,580.0,PG completo,PG completo,4,Mais de R$26.400,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,18.0
Feminino,Branca,Privada,558.4,565.8,547.1,520.3,640.0,ES incompleto,ES incompleto,3,Até R$3300,Um,Nenhum,Três,Um,True,17.0
Masculino,Branca,Privada,649.3,482.6,596.9,605.9,560.0,ES incompleto,ES incompleto,2,Até R$13200,Nenhum,Nenhum,Dois,Dois,True,18.0
Masculino,Branca,Estadual,463.7,431.6,580.1,518.0,580.0,ES incompleto,ES incompleto,5,Até R$2640,Nenhum,Nenhum,Três,Nenhum,True,18.0
Masculino,Branca,Privada,628.7,586.6,692.6,619.1,880.0,PG incompleto,PG completo,3,Até R$15840,Um,Nenhum,Três,Três,True,18.0
Feminino,Branca,Estadual,622.0,473.1,545.8,603.0,840.0,EM incompleto,EM incompleto,3,Até R$1980,Nenhum,Nenhum,Dois,Um,True,18.0
Masculino,Amarela,Privada,620.7,543.2,539.6,568.5,600.0,PG incompleto,ES incompleto,3,Até R$3300,Um,Nenhum,Um,Um,True,18.0
Feminino,Branca,Estadual,413.7,444.2,504.9,580.6,760.0,ES incompleto,ES incompleto,2,Até R$1320,Nenhum,Nenhum,Dois,Nenhum,True,17.0
Masculino,Branca,Privada,623.9,560.0,674.1,572.9,640.0,ES incompleto,EM incompleto,3,Até R$3960,Um,Nenhum,Um,Um,True,18.0
Feminino,Branca,Privada,500.2,401.4,337.3,532.2,600.0,PG incompleto,ES incompleto,5,Até R$11880,Um,Nenhum,Três,Um,True,18.0
Masculino,Branca,Privada,573.4,532.6,651.6,612.6,720.0,PG incompleto,ES incompleto,4,Até R$2640,Um,Um,Três,Um,True,17.0
Feminino,Branca,Privada,599.4,383.5,729.0,583.6,860.0,EF-1 incompleto,ES incompleto,2,Até R$5280,Um,Nenhum,Dois,Um,True,17.0
Masculino,Branca,Privada,636.7,657.3,872.7,593.3,940.0,PG incompleto,PG incompleto,3,Mais de R$26.400,Um,Nenhum,Três,Dois,True,17.0
Feminino,Branca,Privada,578.7,568.8,614.1,584.1,820.0,EM incompleto,PG incompleto,5,Até R$2640,Nenhum,Nenhum,Quatro ou mais,Um,True,19.0
Feminino,Branca,Estadual,530.7,449.3,443.7,512.8,560.0,EM incompleto,PG incompleto,3,Até R$1980,Dois,Nenhum,Três,Um,True,17.0
Feminino,Parda,Privada,600.3,578.1,608.8,599.5,640.0,PG incompleto,ES incompleto,2,Até R$5280,Um,Nenhum,Três,Nenhum,True,18.0
Masculino,Branca,Privada,622.8,635.9,765.4,620.7,860.0,ES incompleto,PG completo,3,Até R$26400,Dois,Nenhum,Três,Três,True,17.0
Masculino,Branca,Privada,630.2,608.7,690.7,585.1,580.0,PG completo,PG completo,3,Até R$26400,Um,Um,Três,Dois,True,18.0
Feminino,Preta,Estadual,516.8,461.6,364.3,491.2,560.0,EM incompleto,EM incompleto,4,Até R$1320,Nenhum,Nenhum,Um,Um,True,17.0
Feminino,Branca,Privada,589.2,496.4,713.1,576.1,720.0,PG incompleto,PG incompleto,3,Até R$19800,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Masculino,Branca,Estadual,625.7,581.2,673.2,568.2,520.0,ES incompleto,PG incompleto,5,Até R$7920,Um,Nenhum,Quatro ou mais,Um,True,17.0
Feminino,Branca,Privada,605.5,551.3,629.3,632.6,940.0,PG completo,PG completo,3,Até R$19800,Um,Nenhum,Três,Três,True,18.0
Feminino,Branca,Privada,633.9,601.6,760.9,591.7,880.0,PG incompleto,PG incompleto,4,Até R$26400,Um,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Branca,Privada,609.9,731.6,850.5,584.0,880.0,PG completo,PG completo,4,Mais de R$26.400,Dois,Nenhum,Quatro ou mais,Dois,True,17.0
Feminino,Parda,Privada,590.9,511.6,586.4,611.1,560.0,EF-2 incompleto,EM incompleto,3,Até R$5280,Dois,Nenhum,Três,Nenhum,True,18.0
Feminino,Branca,Privada,697.6,0.0,724.1,623.4,880.0,PG completo,PG incompleto,3,Até R$15840,Dois,Nenhum,Três,Quatro ou mais,True,18.0
Masculino,Parda,Estadual,558.1,515.3,417.1,488.7,680.0,EF-1 incompleto,EF-2 incompleto,7,Até R$1320,Nenhum,Nenhum,Dois,Nenhum,True,19.0
Feminino,Branca,Privada,694.3,659.5,704.2,647.4,820.0,PG incompleto,ES incompleto,4,Até R$5280,Um,Nenhum,Quatro ou mais,Dois,True,17.0
Masculino,Preta,Estadual,626.2,417.3,722.7,632.4,0.0,ES incompleto,PG incompleto,4,Até R$6600,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Branca,Estadual,653.4,570.2,703.6,647.0,940.0,ES incompleto,EM incompleto,2,Até R$3300,Nenhum,Nenhum,Dois,Dois,True,18.0
Feminino,Branca,Privada,385.0,493.1,439.5,489.1,880.0,ES incompleto,PG completo,3,Até R$19800,Um,Nenhum,Três,Um,True,17.0
Masculino,Branca,Privada,628.7,599.5,703.1,608.2,700.0,PG incompleto,PG incompleto,5,Até R$10560,Um,Nenhum,Quatro ou mais,Três,True,17.0
Feminino,Branca,Estadual,572.2,478.4,558.3,578.0,440.0,ES incompleto,ES incompleto,4,Até R$5280,Um,Um,Quatro ou mais,Dois,True,18.0
Feminino,Amarela,Privada,611.0,672.4,845.0,580.1,920.0,PG incompleto,PG incompleto,2,Até R$5280,Nenhum,Dois,Dois,Dois,True,17.0
Masculino,Parda,Privada,624.7,566.2,680.5,543.8,800.0,PG incompleto,PG incompleto,4,Até R$11880,Dois,Nenhum,Quatro ou mais,Dois,True,17.0
Feminino,Preta,Estadual,427.5,424.1,491.9,455.4,540.0,PG incompleto,PG incompleto,4,Até R$1320,Um,Nenhum,Dois,Um,True,17.0
Feminino,Branca,Privada,614.5,617.7,767.3,587.4,720.0,PG incompleto,PG incompleto,4,Até R$5280,Um,Nenhum,Três,Um,True,18.0
Feminino,Branca,Privada,567.6,545.0,724.1,599.1,800.0,PG completo,PG completo,2,Até R$5280,Um,Nenhum,Dois,Dois,True,17.0
Feminino,Preta,Privada,465.1,360.1,546.5,538.1,660.0,EF-1 incompleto,ES incompleto,4,Até R$2640,Nenhum,Nenhum,Três,Nenhum,True,18.0
Masculino,Branca,Privada,614.8,555.7,757.6,617.6,760.0,PG completo,PG completo,3,Mais de R$26.400,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Masculino,Branca,Privada,590.6,685.9,793.2,625.1,880.0,PG incompleto,PG incompleto,6,Até R$7920,Dois,Nenhum,Quatro ou mais,Um,True,18.0
Masculino,Preta,Estadual,587.7,628.9,616.5,606.9,680.0,PG completo,PG completo,4,Até R$5280,Um,Nenhum,Quatro ou mais,Um,True,17.0
Feminino,Branca,Privada,497.7,438.4,561.1,553.8,820.0,PG incompleto,PG incompleto,5,Até R$3300,Um,Nenhum,Quatro ou mais,Dois,True,18.0
Feminino,Branca,Estadual,562.3,486.2,436.7,525.1,480.0,Nunca estudou,EF-1 incompleto,2,Até R$2640,Nenhum,Nenhum,Um,Nenhum,True,63.0
Feminino,Branca,Privada,575.1,539.2,647.4,536.4,840.0,EF-2 incompleto,PG incompleto,2,Até R$1980,Um,Nenhum,Dois,Um,True,17.0
Masculino,Branca,Estadual,541.1,514.1,550.9,578.0,540.0,ES incompleto,ES incompleto,3,Até R$2640,Um,Nenhum,Três,Um,True,17.0
Feminino,Branca,Privada,441.4,545.5,643.0,582.6,600.0,ES incompleto,ES incompleto,5,Até R$1320,Um,Um,Três,Um,True,18.0
Feminino,Amarela,Privada,574.3,533.2,692.7,592.1,820.0,PG completo,PG incompleto,3,Até R$26400,Um,Nenhum,Dois,Dois,True,17.0
Masculino,Preta,Privada,596.1,571.6,580.5,566.1,660.0,PG completo,ES incompleto,3,Até R$15840,Um,Nenhum,Três,Três,True,18.0
Feminino,Branca,Privada,539.9,568.2,679.3,588.5,840.0,PG incompleto,PG incompleto,4,Até R$9240,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Parda,Estadual,510.4,432.8,575.7,523.7,820.0,ES incompleto,PG completo,4,Até R$3960,Nenhum,Nenhum,Três,Um,True,18.0
Feminino,Branca,Estadual,511.1,461.3,486.8,517.0,540.0,EF-2 incompleto,ES incompleto,4,Até R$1320,Nenhum,Nenhum,Três,Nenhum,True,18.0
Masculino,Parda,Estadual,375.1,537.1,566.1,590.2,480.0,ES incompleto,EF-2 incompleto,4,Até R$1980,Um,Nenhum,Quatro ou mais,Um,True,19.0
Feminino,Parda,Estadual,561.3,486.6,445.9,555.1,920.0,EM incompleto,PG completo,3,Até R$3300,Um,Nenhum,Três,Um,True,17.0
Feminino,Branca,Estadual,398.1,390.2,377.6,398.2,480.0,PG incompleto,ES incompleto,4,Até R$5280,Um,Nenhum,Quatro ou mais,Um,True,17.0
Masculino,Branca,Estadual,399.9,423.2,569.8,517.2,520.0,EM incompleto,ES incompleto,3,Até R$1320,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Feminino,Preta,Estadual,583.6,413.9,582.3,552.4,560.0,ES incompleto,PG incompleto,3,Até R$2640,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Feminino,Branca,Estadual,544.8,549.1,560.3,629.9,600.0,EF-1 incompleto,EM incompleto,3,Até R$1320,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Feminino,Branca,Privada,600.4,674.4,736.1,620.7,840.0,PG completo,PG completo,3,Até R$15840,Um,Um,Quatro ou mais,Três,True,16.0
Feminino,Parda,Estadual,488.3,470.7,363.3,541.1,660.0,EF-2 incompleto,EM incompleto,5,Até R$2640,Nenhum,Nenhum,Quatro ou mais,Um,True,17.0
Masculino,Parda,Privada,530.6,467.9,594.4,514.6,620.0,PG incompleto,PG completo,3,Até R$5280,Nenhum,Nenhum,Dois,Dois,True,18.0
Feminino,Branca,Privada,707.2,702.4,837.3,647.5,900.0,PG completo,PG completo,4,Mais de R$26.400,Três,Nenhum,Quatro ou mais,Dois,True,17.0
Feminino,Branca,Privada,665.2,552.0,657.1,564.2,720.0,ES incompleto,PG incompleto,5,Até R$5280,Um,Nenhum,Um,Dois,True,17.0
